surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40SkipLink:focus,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40QuickRail,unknown,conservar,background activo; position:fixed; z-index:60; glass/backdrop-filter,"linear-gradient(180deg,rgba(255,255,255,.15),rgba(255,255,255,.055)),var(--glass)",fixed,60,,,,blur(18px) saturate(150%),
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40QuickRailHeader,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40ThemeButtons,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40ThemeButton,unknown,conservar,background activo,"rgba(255,255,255,.06)",,,,,,,42px
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".v40ThemeButton[aria-pressed=""true""]",unknown,conservar,,"linear-gradient(135deg,color-mix(in srgb,var(--accent) 22%,transparent),color-mix(in srgb,var(--accent3) 16%,transparent))",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40RailActions,toolbar,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40MiniButton,unknown,conservar,background activo,"rgba(255,255,255,.05)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40StatusCapsule,unknown,conservar,background activo,"rgba(0,0,0,.12)",,,,,,,34px
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40StatusDot,unknown,conservar,background activo,var(--accent),,,,,,,9px
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-online=""0""] .v40StatusDot",unknown,conservar,background activo,#ff8f9a,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40CommandPalette,unknown,transparentar_o_convertir_a_glass,background activo; posible tapador de fondo; position:fixed; z-index:100; glass/backdrop-filter,"rgba(0,0,0,.38)",fixed,100,,,,blur(12px),
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".v40CommandPalette[data-open=""1""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteBox,panel,conservar,background activo; overflow:hidden,"linear-gradient(180deg,rgba(255,255,255,.17),rgba(255,255,255,.06)),var(--panel)",,,,hidden,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteInput,unknown,conservar,background activo,"rgba(255,255,255,.06)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteList,unknown,conservar,,,,,,auto,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteItem,unknown,conservar,,transparent,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".v40PaletteItem:hover,.v40PaletteItem[aria-selected=""true""]",unknown,conservar,,"color-mix(in srgb,var(--accent) 12%,transparent)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteIcon,unknown,conservar,,"linear-gradient(135deg,color-mix(in srgb,var(--accent) 22%,transparent),color-mix(in srgb,var(--accent3) 14%,transparent))",,,,,,,34px
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteMeta,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40ToastStack,overlay,conservar_con_cuidado,position:fixed; z-index:80,,fixed,80,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40Toast,overlay,conservar_con_cuidado,background activo; opacity:0; glass/backdrop-filter,"linear-gradient(180deg,rgba(255,255,255,.15),rgba(255,255,255,.055)),var(--panel)",,,,,0,blur(16px),
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40Toast b,overlay,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40Toast span,overlay,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,to,unknown,conservar,,,,,,,1,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40Tooltip,overlay,conservar_con_cuidado,background activo; position:fixed; z-index:120; opacity:0,"rgba(8,12,18,.88)",fixed,120,,,0,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".v40Tooltip[data-show=""1""]",overlay,conservar_con_cuidado,,,,,,,1,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-theme=""liquid""] .v40QuickRail,body[data-theme=""liquid""] .v40PaletteBox",panel,conservar,,"radial-gradient(180px 120px at 12% 0%,rgba(114,242,255,.18),transparent 70%),linear-gradient(180deg,rgba(255,255,255,.16),rgba(255,255,255,.055)),rgba(8,22,42,.66)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-theme=""tactical""] .v40QuickRail,body[data-theme=""tactical""] .v40PaletteBox",panel,conservar,,"repeating-linear-gradient(135deg,rgba(255,255,255,.035) 0 1px,transparent 1px 9px),linear-gradient(180deg,rgba(255,255,255,.08),rgba(255,255,255,.025)),rgba(10,15,22,.88)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-theme=""piel""] .v40QuickRail,body[data-theme=""piel""] .v40PaletteBox",panel,conservar,,"radial-gradient(200px 120px at 18% 0%,rgba(255,147,216,.16),transparent 70%),linear-gradient(180deg,rgba(255,255,255,.12),rgba(255,255,255,.035)),rgba(10,8,12,.86)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-theme=""pearl""] .v40QuickRail,body[data-theme=""pearl""] .v40PaletteBox",panel,conservar,,"radial-gradient(220px 130px at 14% 0%,rgba(255,255,255,.88),transparent 70%),linear-gradient(180deg,rgba(255,255,255,.68),rgba(255,255,255,.24)),rgba(241,248,255,.52)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-theme=""pearl""] .v40PaletteInput,body[data-theme=""pearl""] .v40StatusCapsule",unknown,conservar,background activo,"rgba(255,255,255,.44)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""] .v40QuickRail",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""] .v40QuickRailHeader",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""] .v40MiniButton,body[data-v40-density=""compact""] .v40ThemeButton",unknown,conservar,,,,,,,,,36px
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40QuickRail,unknown,conservar,position:sticky,,sticky,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40ToastStack,overlay,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteBox,panel,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.commandGrid .opButton small,unknown,conservar,,,,,,,,,0
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40ThemeButtons,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40RailActions,toolbar,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40CommandPalette,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteItem,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40PaletteMeta,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"*,*::before,*::after",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,body,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,"/* PRISMO AI1 Adaptive Intelligence Theater */ body[data-prisma-interface=""prismo""] .topbar .titles h1",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,"#prismo-console[data-prismo-console=""adaptive-intelligence-theater-v1""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,#prismo-console .prismo-topbar h2,navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-theater-layout,shell,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-signal-intake, .prismo-center-stage, .prismo-side-stack",unknown,conservar,,,,,,,,,100%
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-side-stack,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-signal-intake .prismo-composer,unknown,conservar,glass/backdrop-filter,transparent,,,,,,none,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-signal-intake .prismo-composer label,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-router-head,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-router-head small,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-guidance-grid,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-guidance-field select, .prismo-inferred-chip",unknown,conservar,background activo,"linear-gradient(145deg, rgba(255, 255, 255, .075), rgba(255, 255, 255, .025)), rgba(7, 13, 22, .52)",,,,,,,62px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-inferred-chip strong, .prismo-inferred-chip small",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-inferred-chip strong,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-inferred-chip small,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-guidance-field select:hover, .prismo-guidance-field select:focus-visible, .prismo-inferred-chip:hover, .prismo-inferred-chip:focus-visible",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-theater-card h3,card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-inline-pipeline,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-inline-pipeline span,unknown,conservar,background activo,"rgba(255, 255, 255, .045)",,,,,,,34px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-neural-graph,unknown,conservar,overflow:hidden,"linear-gradient(90deg, rgba(128, 199, 255, .08) 1px, transparent 1px), linear-gradient(rgba(128, 199, 255, .07) 1px, transparent 1px), radial-gradient(circle at center, rgba(105, 202, 255, .18), transparent 44%), rgba(2, 8, 16, .36)",relative,,,hidden,,,390px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-neural-graph::before, .prismo-neural-graph::after",unknown,conservar,position:absolute,,absolute,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-neural-graph::after,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-core, .prismo-graph-node",unknown,conservar,background activo; z-index:1,"linear-gradient(160deg, rgba(255, 255, 255, .12), rgba(255, 255, 255, .035)), rgba(6, 13, 23, .74)",relative,1,,,,,88px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-graph-core,unknown,conservar,,,,,,,,,130px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-graph-core strong,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-core small, .prismo-graph-node small",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-graph-node strong,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""north""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""north-east""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""east""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""south-east""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""south""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""south-west""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""west""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-graph-node[data-zone=""north-west""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-capability-cloud,background,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-capability-cloud span,background,conservar,background activo,"rgba(255, 255, 255, .045)",,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-decision-pipeline,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-pipeline-card,card,conservar,background activo,"linear-gradient(180deg, rgba(255, 255, 255, .105), rgba(255, 255, 255, .032)), rgba(7, 13, 22, .60)",relative,,,,,,118px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-pipeline-card::before,card,conservar,background activo; position:absolute,var(--prismo-info),absolute,,,,,,9px
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-pipeline-card small,card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-pipeline-card strong, .prismo-pipeline-card span",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-pipeline-card strong,card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-pipeline-card span,card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-footnote,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,"body[data-prisma-interface=""license""] #subtitle",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-theater-layout,shell,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-side-stack,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-decision-pipeline,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,#prismo-console .prismo-topbar h2,navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,".prismo-theater-layout, .prismo-side-stack, .prismo-decision-pipeline, .prismo-inline-pipeline",shell,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-neural-graph,unknown,conservar,,,,,,,,,auto
pc,prisma-control-center/internal/web/prismo_ai_theater.css,#prismo-console .prismo-topbar h2,navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_ai_theater.css,.prismo-guidance-grid,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_console.css,"/* PRISMO Gemini Command Nexus */ body[data-prisma-interface=""prismo""] main > section:not(#prismoConsoleSurface)",viewport,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_console.css,"body:not([data-prisma-interface=""prismo""]) #prismoConsoleSurface",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_console.css,"body[data-prisma-interface=""prismo""] #prismoConsoleSurface",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_console.css,".topbar > .surfaceSwitch button[data-prisma-interface-target=""prismo""]",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prismo_console.css,#prismoConsoleSurface,page-surface,conservar,,,,,,,,,"calc(100vh - var(--topbar-height, 160px) - 40px)"
pc,prisma-control-center/internal/web/prismo_console.css,.prismo-shell,shell,conservar,isolation:isolate; overflow:hidden,"radial-gradient(760px 340px at 16% 0%, rgba(90, 180, 255, .16), transparent 66%), radial-gradient(560px 260px at 88% 16%, rgba(115, 242, 195, .10), transparent 62%), linear-gradient(145deg, #06080d, #0c121c 52%, #06080d)",relative,,isolate,hidden,,,"calc(100vh - var(--topbar-height, 160px) - 40px)"
